Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Country,City,State,Region
7/26/2022,Tablet,Electronics,South,3,2067,479.39,United States,El Paso,Texas,Central
12/3/2024,Mouse,Accessories,South,9,3573,550.44,United States,El Paso,Texas,Central
8/15/2023,Laptop,Electronics,South,8,1800,142.86,United States,Chico,California,West
11/28/2023,Printer,Office,South,8,3912,334.1,United States,Chico,California,West
8/3/2022,Headphones,Accessories,North,8,5640,747.26,United States,Chico,California,West
9/2/2022,Tablet,Electronics,South,1,552,115.74,United States,Denver,Colorado,West
4/25/2022,Mouse,Accessories,South,7,1428,289.65,United States,Denver,Colorado,West
1/12/2022,Printer,Office,West,1,349,42.05,United States,Philadelphia,Pennsylvania,East
10/30/2022,Tablet,Electronics,North,6,6402,1366.28,United States,Clifton,New Jersey,East
6/9/2023,Monitor,Accessories,East,9,657,185.95,United States,Aurora,Colorado,West
1/13/2023,Mouse,Accessories,West,7,5327,950.7,United States,San Diego,California,West
1/27/2024,Keyboard,Accessories,North,4,4196,1152.45,United States,Seattle,Washington,West
11/4/2023,Laptop,Electronics,East,4,2892,863.47,United States,Lowell,Massachusetts,East
8/7/2024,Laptop,Electronics,West,9,2772,432.77,United States,Lowell,Massachusetts,East
7/13/2024,Smartwatch,Electronics,North,6,4692,1044.97,United States,Oklahoma City,Oklahoma,Central
12/7/2022,Mouse,Accessories,East,6,2742,334.48,United States,New York City,New York,East
1/16/2023,Smartphone,Electronics,North,8,8896,1154.96,United States,Lancaster,Ohio,East
11/21/2022,Mouse,Accessories,North,2,2344,385.19,United States,Dallas,Texas,Central
1/26/2022,Headphones,Accessories,South,7,4186,655.53,United States,New York City,New York,East
11/14/2024,Tablet,Electronics,East,9,5238,1152.42,United States,Amarillo,Texas,Central
10/20/2022,Mouse,Accessories,North,3,2982,452.22,United States,Houston,Texas,Central
5/14/2024,Smartwatch,Electronics,West,4,2580,602.5,United States,Los Angeles,California,West
1/17/2024,Keyboard,Accessories,West,5,2675,671.6,United States,Seattle,Washington,West
7/30/2024,Printer,Office,East,4,2396,608.5,United States,Cambridge,Massachusetts,East
9/30/2024,Laptop,Electronics,West,5,1600,242.25,United States,Philadelphia,Pennsylvania,East
9/9/2023,Smartwatch,Electronics,North,4,304,34.73,United States,Los Angeles,California,West
5/24/2024,Keyboard,Accessories,East,9,2070,457.39,United States,Los Angeles,California,West
9/12/2022,Printer,Office,North,5,1230,158.23,United States,San Francisco,California,West
5/29/2023,Camera,Electronics,South,6,6234,758.78,United States,Huntsville,Texas,Central
1/27/2024,Headphones,Accessories,South,2,396,46.33,United States,Huntsville,Texas,Central
8/17/2023,Mouse,Accessories,East,9,2349,244.18,United States,East Point,Georgia,South
7/15/2023,Headphones,Accessories,North,9,5949,626.92,United States,Arlington,Virginia,South
1/15/2022,Printer,Office,East,7,5957,1433.85,United States,Seattle,Washington,West
12/4/2024,Headphones,Accessories,East,3,1989,299.79,United States,Houston,Texas,Central
11/19/2024,Mouse,Accessories,South,1,1138,243.36,United States,Philadelphia,Pennsylvania,East
4/15/2022,Tablet,Electronics,West,9,3321,689.64,United States,Chicago,Illinois,Central
10/3/2023,Camera,Electronics,South,4,4480,592.82,United States,San Angelo,Texas,Central
2/14/2023,Smartwatch,Electronics,East,3,1533,440.88,United States,San Angelo,Texas,Central
2/10/2024,Mouse,Accessories,East,1,109,10.35,United States,Los Angeles,California,West
4/7/2024,Smartphone,Electronics,South,4,2380,594.86,United States,Chicago,Illinois,Central
8/22/2022,Printer,Office,South,8,2592,432.37,United States,San Francisco,California,West
12/8/2023,Laptop,Electronics,East,6,5112,1289.47,United States,San Francisco,California,West
4/2/2023,Smartwatch,Electronics,North,8,9392,1753.08,United States,Modesto,California,West
10/21/2024,Laptop,Electronics,West,2,2386,381.83,United States,Chicago,Illinois,Central
12/3/2024,Smartwatch,Electronics,South,5,465,71.23,United States,Dallas,Texas,Central
4/19/2023,Smartphone,Electronics,West,2,604,102.52,United States,Lakeland,Florida,South
10/2/2022,Smartwatch,Electronics,East,2,2216,650.27,United States,New York City,New York,East
6/6/2023,Mouse,Accessories,East,4,1168,220.22,United States,San Diego,California,West
1/26/2022,Monitor,Accessories,South,7,4088,230.43,United States,Rapid City,South Dakota,Central
2/24/2022,Keyboard,Accessories,West,7,2597,152.09,United States,Baltimore,Maryland,East
8/22/2023,Smartwatch,Electronics,West,3,2151,322.03,United States,Belleville,New Jersey,East
9/8/2024,Laptop,Electronics,East,6,462,71.22,United States,San Diego,California,West
10/23/2022,Mouse,Accessories,North,7,5957,1077.86,United States,San Diego,California,West
12/13/2023,Smartphone,Electronics,West,6,6978,2028.63,United States,San Francisco,California,West
10/20/2024,Headphones,Accessories,South,1,282,72.5,United States,Seattle,Washington,West
12/5/2023,Camera,Electronics,East,1,157,27.65,United States,Seattle,Washington,West
7/14/2023,Monitor,Accessories,North,8,3304,404.33,United States,Springfield,Oregon,West
2/13/2022,Headphones,Accessories,North,3,3051,201.26,United States,Philadelphia,Pennsylvania,East
6/16/2024,Mouse,Accessories,East,9,8082,1783.55,United States,Chicago,Illinois,Central
10/14/2024,Laptop,Electronics,West,3,510,110.38,United States,Chicago,Illinois,Central
4/20/2024,Tablet,Electronics,East,8,3976,1170.36,United States,Chicago,Illinois,Central
12/26/2023,Smartphone,Electronics,East,9,828,59.99,United States,New York City,New York,East
4/5/2023,Headphones,Accessories,West,7,2457,388.11,United States,Durham,North Carolina,South
8/2/2023,Camera,Electronics,North,4,3924,298.07,United States,New York City,New York,East
11/30/2022,Headphones,Accessories,West,2,2018,227.75,United States,New York City,New York,East
9/8/2024,Monitor,Accessories,West,3,2043,479.9,United States,Daytona Beach,Florida,South
6/7/2024,Printer,Office,West,5,1035,187.12,United States,Dallas,Texas,Central
8/12/2023,Smartwatch,Electronics,North,6,2724,675.53,United States,Dallas,Texas,Central
5/2/2023,Camera,Electronics,East,1,1120,127.32,United States,Troy,New York,East
10/26/2024,Monitor,Accessories,North,6,3438,631.95,United States,Sandy Springs,Georgia,South
9/27/2022,Smartwatch,Electronics,West,5,3170,379.27,United States,Jacksonville,Florida,South
6/25/2023,Smartwatch,Electronics,East,4,660,83.96,United States,Jacksonville,Florida,South
11/5/2022,Tablet,Electronics,East,7,4669,1088.15,United States,Jacksonville,Florida,South
8/12/2022,Smartwatch,Electronics,West,5,1045,89,United States,San Francisco,California,West
2/27/2022,Keyboard,Accessories,North,4,2724,229.47,United States,Chicago,Illinois,Central
9/14/2023,Headphones,Accessories,West,8,5312,1583,United States,Aurora,Illinois,Central
11/23/2024,Tablet,Electronics,West,4,4252,445.18,United States,New York City,New York,East
10/9/2024,Printer,Office,East,7,8057,1652.27,United States,El Cajon,California,West
6/20/2023,Keyboard,Accessories,South,7,2023,274.25,United States,Jacksonville,North Carolina,South
3/16/2024,Monitor,Accessories,South,8,9416,2125.54,United States,Saint Charles,Illinois,Central
11/27/2023,Monitor,Accessories,East,8,7560,494.34,United States,Charlotte,North Carolina,South
1/8/2023,Monitor,Accessories,West,2,828,50.07,United States,Los Angeles,California,West
12/7/2023,Mouse,Accessories,West,1,527,27.45,United States,Bakersfield,California,West
9/11/2022,Keyboard,Accessories,North,2,1160,206.49,United States,Houston,Texas,Central
3/29/2022,Mouse,Accessories,West,5,5430,310.86,United States,Columbus,Georgia,South
1/15/2024,Tablet,Electronics,South,7,6874,454.53,United States,League City,Texas,Central
7/12/2023,Printer,Office,East,8,8952,1825.37,United States,Andover,Massachusetts,East
6/6/2022,Mouse,Accessories,East,8,416,67.81,United States,Hesperia,California,West
11/18/2023,Smartphone,Electronics,South,3,1680,140.27,United States,Knoxville,Tennessee,South
8/27/2022,Mouse,Accessories,South,7,4340,383.9,United States,Knoxville,Tennessee,South
1/16/2022,Laptop,Electronics,West,9,7650,2130.82,United States,Lawrence,Massachusetts,East
4/3/2024,Smartwatch,Electronics,West,8,6328,412.76,United States,Lawrence,Massachusetts,East
8/19/2022,Keyboard,Accessories,West,2,1312,344,United States,Lawrence,Massachusetts,East
1/21/2022,Camera,Electronics,East,9,8055,2300.17,United States,Philadelphia,Pennsylvania,East
3/19/2022,Camera,Electronics,South,2,840,153.61,United States,Philadelphia,Pennsylvania,East
3/16/2023,Tablet,Electronics,South,9,9423,2794.89,United States,Athens,Georgia,South
12/30/2023,Monitor,Accessories,North,8,6520,1113.12,United States,El Paso,Texas,Central
10/20/2022,Laptop,Electronics,North,3,1950,116.12,United States,Los Angeles,California,West
10/16/2023,Camera,Electronics,South,6,5928,1177.2,United States,Fresno,California,West
7/29/2023,Camera,Electronics,South,7,4809,1418.72,United States,Seattle,Washington,West
6/4/2023,Smartphone,Electronics,West,4,356,23.4,United States,Houston,Texas,Central
4/28/2023,Laptop,Electronics,South,2,570,94.39,United States,Danbury,Connecticut,East
5/13/2022,Monitor,Accessories,East,7,7791,907.96,United States,Franklin,Massachusetts,East
5/10/2024,Smartwatch,Electronics,East,4,4168,494.48,United States,Franklin,Massachusetts,East
8/21/2023,Tablet,Electronics,North,2,684,183.85,United States,Springfield,Ohio,East
1/5/2024,Smartphone,Electronics,East,7,3857,447.99,United States,New York City,New York,East
9/7/2024,Camera,Electronics,North,5,3250,699.99,United States,Newark,Delaware,East
8/3/2023,Printer,Office,North,6,1194,79.62,United States,Newark,Delaware,East
5/7/2023,Laptop,Electronics,West,6,3486,320.91,United States,Burlington,North Carolina,South
8/5/2022,Monitor,Accessories,West,7,1554,370.97,United States,Dallas,Texas,Central
7/19/2024,Smartwatch,Electronics,North,3,2601,463.36,United States,Seattle,Washington,West
11/15/2022,Headphones,Accessories,West,4,3616,745.75,United States,Lakewood,New Jersey,East
2/1/2023,Mouse,Accessories,West,5,3350,986.33,United States,Lakewood,New Jersey,East
12/20/2023,Smartwatch,Electronics,South,5,2545,588.47,United States,Reading,Pennsylvania,East
8/26/2024,Monitor,Accessories,East,1,545,68.28,United States,Baltimore,Maryland,East
12/19/2023,Mouse,Accessories,North,7,1470,178.85,United States,Corpus Christi,Texas,Central
11/30/2023,Camera,Electronics,South,3,3126,870.95,United States,Cranston,Rhode Island,East
12/27/2024,Laptop,Electronics,West,3,1368,302.29,United States,Cranston,Rhode Island,East
12/21/2024,Headphones,Accessories,East,9,7083,1353.39,United States,Cranston,Rhode Island,East
1/28/2024,Printer,Office,East,2,1994,453.74,United States,Cranston,Rhode Island,East
9/3/2022,Camera,Electronics,North,4,4716,1084.16,United States,Houston,Texas,Central
2/29/2024,Monitor,Accessories,South,1,975,125.85,United States,Houston,Texas,Central
4/21/2023,Smartphone,Electronics,West,9,9891,1774.03,United States,Chicago,Illinois,Central
5/24/2024,Smartwatch,Electronics,South,2,626,159.49,United States,Noblesville,Indiana,Central
5/19/2024,Monitor,Accessories,East,8,5632,1620.04,United States,Clarksville,Tennessee,South
9/10/2024,Printer,Office,West,3,2568,734.6,United States,Clarksville,Tennessee,South
9/12/2023,Tablet,Electronics,East,7,5285,629.07,United States,Seattle,Washington,West
11/8/2023,Camera,Electronics,East,2,516,122.77,United States,Arlington,Virginia,South
5/31/2022,Monitor,Accessories,East,3,2139,503.08,United States,Los Angeles,California,West
1/5/2023,Laptop,Electronics,East,9,8136,1923.89,United States,Amarillo,Texas,Central
10/25/2024,Laptop,Electronics,West,5,2130,318.99,United States,Houston,Texas,Central
4/1/2024,Headphones,Accessories,South,5,3445,202.15,United States,Frisco,Texas,Central
12/16/2024,Tablet,Electronics,East,8,5376,429.84,United States,Paterson,New Jersey,East
8/5/2023,Printer,Office,West,6,3006,730.14,United States,Paterson,New Jersey,East
12/31/2022,Headphones,Accessories,North,7,3941,1113.85,United States,Paterson,New Jersey,East
3/10/2023,Monitor,Accessories,North,5,3350,389.95,United States,Columbus,Ohio,East
5/5/2024,Printer,Office,South,3,2019,265.44,United States,Columbus,Ohio,East
6/9/2022,Headphones,Accessories,North,8,2416,403.38,United States,Los Angeles,California,West
5/13/2022,Monitor,Accessories,West,8,6160,684.71,United States,Detroit,Michigan,Central
4/7/2022,Printer,Office,East,4,2796,682.65,United States,Philadelphia,Pennsylvania,East
12/19/2024,Smartwatch,Electronics,South,7,7700,1573.41,United States,Columbus,Georgia,South
6/17/2024,Smartwatch,Electronics,West,5,2095,193.93,United States,Columbus,Georgia,South
9/25/2024,Camera,Electronics,North,5,5990,1548.62,United States,Aurora,Colorado,West
12/27/2024,Smartwatch,Electronics,North,2,1206,307.02,United States,Springfield,Virginia,South
3/15/2024,Smartwatch,Electronics,South,5,1330,285.78,United States,Houston,Texas,Central
7/25/2022,Camera,Electronics,West,6,2706,766.68,United States,Milwaukee,Wisconsin,Central
1/14/2023,Laptop,Electronics,East,3,426,50.8,United States,Sanford,Florida,South
11/13/2024,Tablet,Electronics,West,1,414,50.26,United States,Concord,New Hampshire,East
6/29/2024,Laptop,Electronics,East,5,5465,546.33,United States,Rochester,Minnesota,Central
5/22/2024,Tablet,Electronics,South,3,726,71.06,United States,San Marcos,Texas,Central
4/30/2022,Smartwatch,Electronics,East,1,1001,225.75,United States,Greeley,Colorado,West
2/16/2022,Mouse,Accessories,West,9,7362,1866.65,United States,New York City,New York,East
5/14/2022,Keyboard,Accessories,East,4,2284,576.59,United States,New York City,New York,East
12/17/2022,Tablet,Electronics,East,4,2940,566.36,United States,New York City,New York,East
5/16/2023,Printer,Office,South,4,3068,868.89,United States,Los Angeles,California,West
8/7/2024,Smartphone,Electronics,North,3,3477,862.21,United States,Dallas,Texas,Central
8/4/2024,Smartwatch,Electronics,West,9,4014,204.48,United States,New York City,New York,East
8/7/2024,Monitor,Accessories,North,8,7200,804.53,United States,Bethlehem,Pennsylvania,East
4/3/2024,Smartwatch,Electronics,West,3,735,134.53,United States,Philadelphia,Pennsylvania,East
1/31/2023,Monitor,Accessories,East,3,2964,446.54,United States,Seattle,Washington,West
3/25/2022,Camera,Electronics,West,9,3699,276.07,United States,Jacksonville,North Carolina,South
5/14/2022,Printer,Office,West,3,1563,221.62,United States,Los Angeles,California,West
7/13/2023,Mouse,Accessories,South,2,124,32.27,United States,Nashville,Tennessee,South
7/3/2023,Mouse,Accessories,North,2,416,71.68,United States,Seattle,Washington,West
3/7/2023,Camera,Electronics,South,8,2624,294.24,United States,Fort Lauderdale,Florida,South
11/4/2024,Headphones,Accessories,East,4,1636,134.85,United States,Houston,Texas,Central
12/24/2023,Headphones,Accessories,East,8,8200,1978.93,United States,Lakewood,California,West
3/10/2022,Mouse,Accessories,East,5,5615,715.58,United States,Cleveland,Ohio,East
9/30/2022,Printer,Office,East,5,3085,413.52,United States,Decatur,Illinois,Central
12/7/2024,Keyboard,Accessories,South,6,3198,913.76,United States,Decatur,Illinois,Central
2/13/2022,Camera,Electronics,West,4,1848,374.66,United States,Mansfield,Texas,Central
4/11/2023,Smartwatch,Electronics,North,4,652,116.06,United States,San Francisco,California,West
11/22/2022,Mouse,Accessories,South,6,2940,609.99,United States,Nashville,Tennessee,South
5/29/2022,Headphones,Accessories,East,4,3912,454.89,United States,Nashville,Tennessee,South
10/9/2022,Tablet,Electronics,South,8,9392,891.07,United States,New York City,New York,East
10/21/2022,Monitor,Accessories,West,1,312,43.01,United States,Los Angeles,California,West
11/24/2023,Laptop,Electronics,East,9,7731,1459.74,United States,San Diego,California,West
6/23/2023,Tablet,Electronics,West,1,1081,229.32,United States,San Francisco,California,West
8/16/2023,Smartphone,Electronics,West,6,1926,393.01,United States,Houston,Texas,Central
7/26/2022,Monitor,Accessories,East,3,936,88.51,United States,Houston,Texas,Central
12/29/2024,Laptop,Electronics,South,9,8550,1970.98,United States,Murfreesboro,Tennessee,South
8/24/2023,Monitor,Accessories,North,4,2468,457.51,United States,Murfreesboro,Tennessee,South
9/4/2023,Tablet,Electronics,West,3,801,90.34,United States,Seattle,Washington,West
1/3/2023,Laptop,Electronics,East,9,2655,701.11,United States,Hillsboro,Oregon,West
11/30/2023,Smartwatch,Electronics,West,8,3928,700.38,United States,San Diego,California,West
7/11/2024,Monitor,Accessories,East,8,6488,1438.34,United States,Columbia,Maryland,East
2/3/2024,Headphones,Accessories,West,9,7695,1749.26,United States,Louisville,Colorado,West
7/19/2023,Headphones,Accessories,West,2,1856,468.19,United States,Huntsville,Texas,Central
4/14/2022,Smartwatch,Electronics,North,7,1519,403.63,United States,New York City,New York,East
1/19/2024,Tablet,Electronics,West,3,3549,996.05,United States,Houston,Texas,Central
9/12/2024,Laptop,Electronics,East,3,1656,378.84,United States,Twin Falls,Idaho,West
8/24/2024,Keyboard,Accessories,North,7,812,175.55,United States,Monroe,North Carolina,South
12/25/2022,Mouse,Accessories,North,5,3730,864.41,United States,Monroe,North Carolina,South
12/24/2023,Monitor,Accessories,South,1,1161,210.87,United States,Oklahoma City,Oklahoma,Central
5/18/2022,Headphones,Accessories,North,3,2256,282.52,United States,Utica,New York,East
9/28/2024,Monitor,Accessories,East,1,359,78.17,United States,Glendale,Arizona,West
3/23/2024,Headphones,Accessories,East,2,130,11.1,United States,Harrisonburg,Virginia,South
9/26/2022,Mouse,Accessories,South,8,4248,831.54,United States,Raleigh,North Carolina,South
10/4/2024,Camera,Electronics,South,5,1825,221.47,United States,Paterson,New Jersey,East
9/25/2024,Keyboard,Accessories,East,2,876,224.01,United States,Chicago,Illinois,Central
1/3/2023,Camera,Electronics,North,9,9180,2752.84,United States,Seattle,Washington,West
3/26/2024,Monitor,Accessories,West,5,1765,160.89,United States,Stockton,California,West
10/6/2022,Monitor,Accessories,South,2,1504,164.51,United States,Columbus,Georgia,South
6/30/2022,Keyboard,Accessories,South,9,1881,430.78,United States,San Diego,California,West
1/16/2022,Keyboard,Accessories,East,9,7425,1533.72,United States,Texas City,Texas,Central
10/16/2022,Tablet,Electronics,East,9,720,192.83,United States,Los Angeles,California,West
5/7/2024,Smartphone,Electronics,West,5,2985,698.22,United States,Decatur,Illinois,Central
1/4/2022,Laptop,Electronics,North,9,711,200.11,United States,Decatur,Illinois,Central
8/13/2024,Printer,Office,South,6,6276,1396.25,United States,Virginia Beach,Virginia,South
1/13/2023,Mouse,Accessories,East,7,7966,955.8,United States,Coral Gables,Florida,South
3/14/2023,Headphones,Accessories,East,8,4200,854.89,United States,Rockford,Illinois,Central
5/17/2024,Laptop,Electronics,East,7,455,80,United States,Huntsville,Texas,Central
10/15/2024,Keyboard,Accessories,South,8,5040,465.36,United States,Huntsville,Texas,Central
9/11/2023,Mouse,Accessories,East,1,856,87.69,United States,Milwaukee,Wisconsin,Central
7/20/2023,Monitor,Accessories,West,5,5230,385.77,United States,Green Bay,Wisconsin,Central
3/19/2022,Laptop,Electronics,South,5,4635,769.03,United States,Aurora,Illinois,Central
12/7/2024,Laptop,Electronics,East,6,5508,360.28,United States,Jackson,Tennessee,South
6/6/2023,Smartphone,Electronics,North,1,258,27.01,United States,Jacksonville,Florida,South
7/13/2023,Smartphone,Electronics,East,1,677,88.41,United States,Hialeah,Florida,South
7/10/2023,Monitor,Accessories,West,5,4545,755.05,United States,Houston,Texas,Central
9/9/2024,Smartphone,Electronics,South,5,4370,1255.36,United States,Virginia Beach,Virginia,South
1/6/2023,Keyboard,Accessories,East,3,372,57.51,United States,Virginia Beach,Virginia,South
9/5/2024,Camera,Electronics,West,9,3177,629.96,United States,Philadelphia,Pennsylvania,East
4/19/2023,Printer,Office,South,7,1659,127.48,United States,New York City,New York,East
4/20/2023,Tablet,Electronics,South,3,3360,759.31,United States,Los Angeles,California,West
3/2/2023,Smartphone,Electronics,West,2,1132,290.56,United States,Dallas,Texas,Central
10/5/2024,Smartwatch,Electronics,East,5,1815,468.62,United States,Chicago,Illinois,Central
11/11/2023,Mouse,Accessories,North,1,459,125.19,United States,Chicago,Illinois,Central
11/15/2023,Smartphone,Electronics,West,1,1128,73.74,United States,Jacksonville,North Carolina,South
10/30/2024,Monitor,Accessories,East,6,1170,104.63,United States,Springfield,Missouri,Central
8/1/2022,Smartwatch,Electronics,North,5,4420,380.69,United States,Columbia,Tennessee,South
2/29/2024,Smartphone,Electronics,West,6,456,69.15,United States,Philadelphia,Pennsylvania,East
2/25/2024,Tablet,Electronics,North,2,1458,154.79,United States,Milwaukee,Wisconsin,Central
6/24/2024,Monitor,Accessories,West,7,2989,197.58,United States,New York City,New York,East
12/20/2024,Camera,Electronics,North,4,3424,845.68,United States,Springfield,Virginia,South
10/14/2024,Mouse,Accessories,West,2,1226,124.25,United States,Fort Collins,Colorado,West
11/16/2024,Laptop,Electronics,North,8,6760,1097.63,United States,New York City,New York,East
9/25/2023,Smartphone,Electronics,West,1,111,13.61,United States,New York City,New York,East
6/9/2023,Printer,Office,North,5,3275,222.29,United States,Marlborough,Massachusetts,East
9/8/2024,Headphones,Accessories,North,3,2508,498.69,United States,Marlborough,Massachusetts,East
9/1/2024,Keyboard,Accessories,South,8,904,202.35,United States,Seattle,Washington,West
9/5/2024,Printer,Office,West,3,1506,427.84,United States,Detroit,Michigan,Central
10/23/2022,Smartphone,Electronics,South,3,987,97.01,United States,Chandler,Arizona,West
1/29/2022,Smartphone,Electronics,East,7,2968,728.94,United States,Hollywood,Florida,South
3/17/2022,Mouse,Accessories,South,5,4200,746.86,United States,New York City,New York,East
1/16/2024,Smartwatch,Electronics,North,5,1645,313.66,United States,Los Angeles,California,West
11/25/2024,Printer,Office,East,3,3282,492.59,United States,Los Angeles,California,West
2/13/2022,Headphones,Accessories,East,9,4914,1160.45,United States,Seattle,Washington,West
3/30/2023,Laptop,Electronics,North,6,3924,762.96,United States,Des Moines,Washington,West
9/12/2023,Headphones,Accessories,South,6,420,65.62,United States,Philadelphia,Pennsylvania,East
6/28/2024,Printer,Office,West,4,1544,106.02,United States,Henderson,Kentucky,South
8/29/2022,Headphones,Accessories,East,2,2046,233.47,United States,Houston,Texas,Central
11/22/2023,Headphones,Accessories,West,2,1548,157.48,United States,Troy,Ohio,East
5/10/2023,Keyboard,Accessories,North,4,3184,478.27,United States,Houston,Texas,Central
10/17/2024,Printer,Office,South,5,3385,774.86,United States,Philadelphia,Pennsylvania,East
10/11/2023,Monitor,Accessories,North,1,59,10.32,United States,Philadelphia,Pennsylvania,East
5/18/2024,Monitor,Accessories,South,8,5976,1016.99,United States,Houston,Texas,Central
1/30/2023,Mouse,Accessories,West,3,1791,122.5,United States,Houston,Texas,Central
1/13/2023,Smartwatch,Electronics,West,2,1644,189.32,United States,Cleveland,Ohio,East
5/17/2024,Tablet,Electronics,West,8,6584,544.62,United States,Laurel,Maryland,East
8/3/2022,Headphones,Accessories,East,5,1620,325.87,United States,Philadelphia,Pennsylvania,East
2/6/2024,Mouse,Accessories,West,9,2736,407.22,United States,Eau Claire,Wisconsin,Central
4/11/2024,Monitor,Accessories,South,4,1064,274.47,United States,Eau Claire,Wisconsin,Central
6/18/2024,Camera,Electronics,South,7,2667,363.5,United States,Oxnard,California,West
4/3/2023,Headphones,Accessories,South,3,735,217.79,United States,Westminster,California,West
12/18/2024,Laptop,Electronics,East,1,58,11.25,United States,Westminster,California,West
4/25/2023,Camera,Electronics,South,7,3136,850.3,United States,San Jose,California,West
9/17/2023,Mouse,Accessories,East,4,3936,374.34,United States,Perth Amboy,New Jersey,East
11/23/2022,Smartphone,Electronics,East,9,6102,947.91,United States,San Francisco,California,West
5/17/2024,Smartphone,Electronics,North,8,9408,552.44,United States,San Francisco,California,West
12/14/2022,Mouse,Accessories,South,9,7875,1243.56,United States,Philadelphia,Pennsylvania,East
10/13/2024,Keyboard,Accessories,North,9,9900,576.8,United States,Lafayette,Louisiana,South
10/16/2024,Keyboard,Accessories,North,2,430,114.91,United States,Los Angeles,California,West
9/18/2023,Mouse,Accessories,South,3,813,238.1,United States,Los Angeles,California,West
12/9/2023,Camera,Electronics,South,4,4176,980.11,United States,Columbus,Ohio,East
10/2/2023,Camera,Electronics,South,4,3084,348.38,United States,San Francisco,California,West
3/31/2022,Mouse,Accessories,West,7,8008,1593.65,United States,Columbia,Missouri,Central
6/12/2024,Smartwatch,Electronics,South,4,4608,963.5,United States,Columbia,Missouri,Central
6/16/2024,Headphones,Accessories,West,4,4356,614.62,United States,Seattle,Washington,West
9/4/2023,Printer,Office,South,1,566,169.17,United States,Detroit,Michigan,Central
12/2/2022,Laptop,Electronics,East,7,945,75.21,United States,North Las Vegas,Nevada,West
11/12/2022,Smartwatch,Electronics,North,4,2200,484.33,United States,Freeport,New York,East
12/30/2024,Mouse,Accessories,North,1,746,131.25,United States,New York City,New York,East
12/6/2024,Monitor,Accessories,East,5,3505,678.18,United States,Philadelphia,Pennsylvania,East
5/26/2024,Monitor,Accessories,East,5,4795,819.12,United States,Seattle,Washington,West
10/20/2024,Monitor,Accessories,North,5,4590,650.05,United States,Franklin,Wisconsin,Central
5/4/2023,Monitor,Accessories,North,4,2092,467.02,United States,Monroe,North Carolina,South
5/9/2024,Mouse,Accessories,South,8,3568,334.13,United States,Dallas,Texas,Central
12/7/2023,Smartphone,Electronics,West,9,10404,2028.21,United States,Philadelphia,Pennsylvania,East
12/10/2022,Printer,Office,South,9,7029,1005.58,United States,Cleveland,Ohio,East
11/21/2022,Laptop,Electronics,West,8,664,126.6,United States,Mcallen,Texas,Central
11/20/2024,Tablet,Electronics,West,3,1923,274,United States,New York City,New York,East
11/30/2022,Printer,Office,West,7,2471,566.51,United States,New York City,New York,East
1/3/2024,Smartphone,Electronics,North,2,258,64.12,United States,Houston,Texas,Central
10/29/2024,Smartwatch,Electronics,East,9,1134,267.26,United States,Houston,Texas,Central
9/24/2024,Headphones,Accessories,East,5,855,238.83,United States,Los Angeles,California,West
4/9/2024,Smartwatch,Electronics,West,9,3231,670.85,United States,Edmonds,Washington,West
9/5/2024,Tablet,Electronics,South,7,3591,266.59,United States,Coral Springs,Florida,South
2/3/2024,Camera,Electronics,East,2,254,20.48,United States,Troy,Ohio,East
3/17/2023,Smartphone,Electronics,South,5,5930,1193.32,United States,Troy,Ohio,East
7/15/2024,Headphones,Accessories,West,2,1344,297.99,United States,Troy,Ohio,East
3/20/2023,Laptop,Electronics,East,1,920,98.31,United States,Moreno Valley,California,West
8/28/2022,Printer,Office,North,9,5454,385.51,United States,Moreno Valley,California,West
12/1/2022,Laptop,Electronics,West,8,9512,663.23,United States,Seattle,Washington,West
1/21/2023,Mouse,Accessories,North,4,2972,827.46,United States,Chicago,Illinois,Central
5/23/2024,Smartwatch,Electronics,West,3,3360,465.02,United States,New York City,New York,East
10/24/2022,Tablet,Electronics,West,4,1004,240.13,United States,New York City,New York,East
12/25/2024,Headphones,Accessories,West,2,1944,332.55,United States,Seattle,Washington,West
9/18/2023,Monitor,Accessories,East,5,5055,1200.09,United States,Clinton,Maryland,East
7/18/2022,Smartwatch,Electronics,West,2,128,8.33,United States,Columbus,Ohio,East
3/9/2024,Smartphone,Electronics,East,3,633,163.03,United States,Columbus,Ohio,East
12/14/2022,Printer,Office,South,3,2523,506.7,United States,Tampa,Florida,South
11/6/2023,Printer,Office,West,1,196,39.6,United States,Mesa,Arizona,West
2/11/2022,Printer,Office,East,9,4212,552.96,United States,Denver,Colorado,West
3/28/2024,Monitor,Accessories,North,1,63,17.29,United States,New York City,New York,East
7/2/2023,Mouse,Accessories,South,8,2752,394.66,United States,New York City,New York,East
11/11/2024,Mouse,Accessories,West,3,1989,419.61,United States,Tucson,Arizona,West
3/9/2024,Laptop,Electronics,East,8,8032,466.19,United States,New York City,New York,East
1/21/2022,Tablet,Electronics,South,6,3702,407.34,United States,New York City,New York,East
10/17/2022,Smartwatch,Electronics,East,8,456,90.24,United States,Philadelphia,Pennsylvania,East
2/10/2023,Camera,Electronics,West,7,5355,1143.16,United States,Los Angeles,California,West
3/4/2024,Camera,Electronics,West,1,972,261.91,United States,Seattle,Washington,West
1/8/2022,Headphones,Accessories,South,5,3290,797.82,United States,New York City,New York,East
